id,brand_name,model,screen_size,price,release_year,operating_system,battery_capacity,ram,storage,camera_mp,front_camera_mp,refresh_rate,weight,thickness,body_material,chipset,gpu,dual_sim,network_support,bluetooth_version,wifi_version,usb_type,fast_charging,fingerprint_sensor
11766,Google,Pixel 8,6.43,12293,2019,Android,4944,12,64,64,16,90,169,9.1,Glass,Dimensity 9000,Apple GPU,No,5G,5.2,WiFi 6,Type-C,33,No
11767,Realme,Narzo 50,7.02,54969,2015,Android,3307,4,256,64,8,120,191,8.8,Metal,Apple A16,Apple GPU,No,5G,5.1,WiFi 6,Type-C,67,Yes
11768,Oppo,Oppo Find X5,6.34,39064,2025,Android,5619,8,512,108,16,60,171,8.9,Plastic,Apple A16,Adreno 740,Yes,4G,5.0,WiFi 6E,Type-C,33,Yes
11769,Google,Pixel 7,5.53,10746,2025,Android,4084,4,64,12,16,90,175,9.0,Plastic,Dimensity 9000,Apple GPU,No,4G,5.0,WiFi 6E,Type-C,120,Yes
11770,OnePlus,OnePlus 10,6.57,6082,2018,Android,4073,4,512,64,8,60,237,9.3,Glass,Snapdragon 8 Gen 2,Apple GPU,Yes,5G,5.1,WiFi 6,Type-C,120,Yes
11771,Google,Pixel 8,5.3,52113,2016,Android,5933,12,256,48,16,60,161,9.0,Plastic,Dimensity 9000,Apple GPU,Yes,4G,5.0,WiFi 6E,Type-C,120,No
11772,Apple,iPhone 15,5.29,96726,2016,iOS,4045,6,512,12,16,144,184,8.3,Glass,Snapdragon 8 Gen 2,Adreno 740,No,5G,5.2,WiFi 6,Type-C,120,No
11773,Apple,iPhone 15,5.51,69936,2018,iOS,4130,12,256,64,32,144,169,8.4,Glass,Apple A16,Apple GPU,Yes,4G,5.2,WiFi 5,Type-C,67,No
11774,Apple,iPhone 13,5.8,118245,2025,iOS,5593,8,128,64,8,144,221,7.1,Plastic,Apple A16,Apple GPU,No,4G,5.2,WiFi 6E,Type-C,67,No
11775,OnePlus,OnePlus 10,7.1,13560,2017,Android,5443,12,512,12,8,144,175,9.0,Plastic,Dimensity 9000,Adreno 740,No,4G,5.1,WiFi 6,Type-C,33,Yes
11776,Xiaomi,Redmi Note 12,6.91,17267,2015,Android,3375,4,512,48,32,120,171,8.4,Plastic,Dimensity 9000,Adreno 740,No,5G,5.2,WiFi 5,Type-C,120,Yes
11777,OnePlus,OnePlus 9,5.41,49330,2021,Android,4392,8,128,108,16,120,199,7.0,Glass,Snapdragon 8 Gen 2,Adreno 740,No,4G,5.2,WiFi 6E,Type-C,33,No
11778,Realme,Realme 11 Pro,5.47,59632,2022,Android,3209,8,128,12,16,90,196,7.7,Metal,Snapdragon 8 Gen 2,Apple GPU,Yes,4G,5.2,WiFi 6,Type-C,18,No
11779,OnePlus,OnePlus 11,6.06,29734,2020,Android,3380,4,64,12,32,60,203,6.6,Glass,Dimensity 9000,Adreno 740,No,4G,5.2,WiFi 5,Type-C,120,No
11780,Apple,iPhone 13,5.09,82422,2019,iOS,5183,12,64,108,32,120,202,7.4,Metal,Snapdragon 8 Gen 2,Mali-G710,No,5G,5.1,WiFi 5,Type-C,33,Yes
11781,Vivo,Vivo V25,6.2,10467,2025,Android,5152,4,64,12,8,90,202,6.8,Glass,Snapdragon 8 Gen 2,Mali-G710,Yes,4G,5.2,WiFi 6E,Type-C,67,Yes
11782,Vivo,Vivo X80,6.88,10575,2015,Android,4967,8,128,12,8,144,209,8.2,Glass,Dimensity 9000,Apple GPU,Yes,5G,5.1,WiFi 6,Type-C,67,Yes
11783,Samsung,Galaxy S22,6.48,58345,2023,Android,5129,6,128,12,32,90,180,7.4,Plastic,Dimensity 9000,Apple GPU,No,4G,5.2,WiFi 6E,Type-C,120,Yes
11784,OnePlus,Nord CE 2,5.37,57817,2019,Android,5018,12,512,64,8,120,167,7.2,Plastic,Dimensity 9000,Mali-G710,Yes,5G,5.2,WiFi 6E,Type-C,120,No
11785,Nokia,Nokia G22,6.1,12876,2024,Android,4865,12,128,48,16,120,166,8.0,Metal,Dimensity 9000,Apple GPU,Yes,4G,5.2,WiFi 6,Type-C,33,No
11786,Nokia,Nokia G21,6.95,6126,2020,Android,4818,4,128,108,16,90,153,8.6,Plastic,Dimensity 9000,Apple GPU,No,5G,5.2,WiFi 5,Type-C,67,No
11787,Samsung,Galaxy Note 20,6.85,74812,2019,Android,4496,8,64,64,8,144,207,9.1,Metal,Snapdragon 8 Gen 2,Apple GPU,Yes,4G,5.2,WiFi 5,Type-C,120,Yes
11788,Apple,iPhone 14,7.06,99843,2016,iOS,3580,8,512,48,32,144,237,9.5,Plastic,Apple A16,Adreno 740,Yes,4G,5.2,WiFi 6,Type-C,18,Yes
11789,Nokia,Nokia X30,6.0,21999,2021,Android,4817,12,128,12,16,60,200,7.3,Glass,Snapdragon 8 Gen 2,Mali-G710,Yes,5G,5.1,WiFi 5,Type-C,33,Yes
11790,Nokia,Nokia X30,6.99,39347,2019,Android,3029,12,128,108,8,120,161,9.2,Glass,Dimensity 9000,Mali-G710,No,4G,5.1,WiFi 5,Type-C,67,No
11791,Motorola,Moto G73,6.32,57319,2024,Android,3136,8,128,12,8,144,222,7.9,Plastic,Apple A16,Mali-G710,Yes,4G,5.2,WiFi 6,Type-C,67,Yes
11792,Vivo,Vivo X80,6.61,17321,2018,Android,4181,6,512,12,8,144,174,7.3,Plastic,Dimensity 9000,Apple GPU,Yes,4G,5.2,WiFi 6E,Type-C,18,Yes
11793,Google,Pixel 8,5.42,28248,2016,Android,5514,8,64,48,8,60,232,9.3,Metal,Dimensity 9000,Adreno 740,No,4G,5.1,WiFi 5,Type-C,120,Yes
11794,Google,Pixel 9,6.37,23900,2019,Android,4392,6,256,12,8,120,173,8.8,Plastic,Dimensity 9000,Apple GPU,Yes,5G,5.0,WiFi 5,Type-C,67,Yes
11795,Vivo,Vivo V25,6.45,24307,2020,Android,3607,8,128,48,32,90,158,8.0,Metal,Snapdragon 8 Gen 2,Mali-G710,No,4G,5.1,WiFi 6,Type-C,120,No
11796,Xiaomi,Mi 11,6.03,26899,2015,Android,4802,4,64,64,8,144,177,6.6,Metal,Snapdragon 8 Gen 2,Apple GPU,Yes,5G,5.0,WiFi 6,Type-C,67,No
11797,Apple,iPhone 13,5.27,146363,2016,iOS,4161,12,64,64,32,120,156,8.6,Metal,Apple A16,Apple GPU,Yes,4G,5.2,WiFi 6E,Type-C,67,No
11798,Google,Pixel 9,6.71,48984,2017,Android,5483,4,64,64,16,60,234,9.0,Plastic,Dimensity 9000,Apple GPU,Yes,4G,5.0,WiFi 6E,Type-C,33,No
11799,Motorola,Moto Edge 50,6.73,56208,2015,Android,3469,12,64,64,32,60,194,8.9,Glass,Dimensity 9000,Apple GPU,Yes,5G,5.2,WiFi 6,Type-C,120,Yes
11800,Xiaomi,Redmi Note 13,6.38,21371,2017,Android,3407,4,512,48,32,90,220,7.6,Metal,Snapdragon 8 Gen 2,Apple GPU,No,5G,5.1,WiFi 6,Type-C,33,Yes
11801,Xiaomi,Mi 11,5.28,10286,2019,Android,5894,4,64,108,32,144,211,8.9,Metal,Apple A16,Mali-G710,No,4G,5.2,WiFi 5,Type-C,67,No
11802,OnePlus,Nord CE 3,6.89,28023,2025,Android,5665,6,64,64,32,90,184,8.6,Plastic,Apple A16,Apple GPU,Yes,5G,5.0,WiFi 6,Type-C,18,Yes
11803,Google,Pixel 6,7.0,5445,2022,Android,3277,12,256,12,32,120,211,9.4,Glass,Dimensity 9000,Adreno 740,Yes,4G,5.1,WiFi 6,Type-C,67,No
11804,Vivo,Vivo Y75,6.26,15115,2015,Android,4573,8,128,12,16,90,229,9.4,Metal,Dimensity 9000,Adreno 740,Yes,4G,5.0,WiFi 6,Type-C,33,No
11805,Nokia,Nokia G21,5.6,26941,2024,Android,5193,8,512,64,32,60,153,8.7,Plastic,Dimensity 9000,Apple GPU,Yes,5G,5.0,WiFi 6E,Type-C,33,Yes
11806,Google,Pixel 9,6.22,13190,2025,Android,4229,8,256,48,16,120,185,7.2,Metal,Snapdragon 8 Gen 2,Apple GPU,Yes,4G,5.2,WiFi 5,Type-C,120,Yes
11807,Apple,iPhone 15,6.66,108062,2017,iOS,4173,8,256,48,16,120,161,7.7,Metal,Apple A16,Mali-G710,Yes,4G,5.0,WiFi 6,Type-C,18,No
11808,Apple,iPhone 12,5.87,82706,2015,iOS,4067,6,512,48,32,90,161,7.3,Metal,Dimensity 9000,Adreno 740,No,4G,5.2,WiFi 5,Type-C,18,Yes
11809,Xiaomi,Mi 11,6.81,40768,2015,Android,5501,8,512,48,16,60,192,7.4,Metal,Apple A16,Mali-G710,No,4G,5.0,WiFi 6,Type-C,120,Yes
11810,Apple,iPhone 12,5.4,128379,2015,iOS,4411,4,128,48,32,144,221,8.5,Metal,Snapdragon 8 Gen 2,Apple GPU,Yes,5G,5.0,WiFi 5,Type-C,18,No
11811,Vivo,Vivo V25,6.14,37374,2023,Android,3102,6,512,64,8,60,193,7.5,Metal,Apple A16,Adreno 740,No,4G,5.2,WiFi 6,Type-C,33,No
11812,Oppo,Oppo Reno 9,6.59,15782,2023,Android,4467,8,128,108,8,60,179,9.1,Plastic,Dimensity 9000,Adreno 740,No,4G,5.1,WiFi 5,Type-C,120,Yes
11813,Xiaomi,Mi 12,5.82,17710,2024,Android,4255,8,64,64,8,144,199,6.9,Glass,Dimensity 9000,Apple GPU,No,4G,5.1,WiFi 6E,Type-C,67,Yes
11814,Realme,Realme GT Neo 3,6.22,39843,2021,Android,3347,4,512,64,16,60,198,9.1,Plastic,Dimensity 9000,Adreno 740,No,4G,5.1,WiFi 5,Type-C,120,No
11815,Motorola,Moto Edge 50,6.6,43105,2025,Android,5237,12,64,64,8,144,238,9.4,Glass,Dimensity 9000,Adreno 740,Yes,5G,5.1,WiFi 6,Type-C,33,No
11816,Oppo,Oppo Find X5,6.97,39045,2023,Android,3565,6,512,108,16,120,212,9.3,Metal,Dimensity 9000,Adreno 740,No,4G,5.2,WiFi 5,Type-C,67,No
11817,Nokia,Nokia G22,6.99,59192,2018,Android,3913,12,128,108,16,120,186,7.8,Glass,Snapdragon 8 Gen 2,Apple GPU,No,4G,5.1,WiFi 5,Type-C,18,Yes
11818,Realme,Realme 11 Pro,5.74,33949,2023,Android,3833,8,128,64,32,120,183,8.3,Glass,Snapdragon 8 Gen 2,Mali-G710,No,5G,5.2,WiFi 6E,Type-C,120,Yes
11819,Xiaomi,Mi 11,6.94,23991,2019,Android,5281,12,128,12,32,120,204,8.3,Metal,Dimensity 9000,Adreno 740,No,5G,5.1,WiFi 5,Type-C,120,No
11820,Apple,iPhone 12,5.52,83687,2022,iOS,5161,4,256,64,32,60,222,8.8,Glass,Dimensity 9000,Adreno 740,No,5G,5.0,WiFi 6E,Type-C,18,Yes
11821,Google,Pixel 7,5.47,55810,2024,Android,3505,8,128,12,8,60,222,7.3,Glass,Apple A16,Adreno 740,No,5G,5.1,WiFi 6E,Type-C,18,No
11822,Samsung,Galaxy S23,5.22,93225,2019,Android,4127,8,512,12,8,60,177,9.2,Glass,Snapdragon 8 Gen 2,Adreno 740,Yes,4G,5.0,WiFi 6,Type-C,67,No
11823,OnePlus,OnePlus 11,6.72,45852,2019,Android,3368,8,64,12,16,60,167,7.4,Plastic,Snapdragon 8 Gen 2,Mali-G710,No,5G,5.0,WiFi 6,Type-C,67,Yes
11824,Google,Pixel 8,5.1,46144,2019,Android,3826,12,128,108,32,60,237,8.9,Glass,Dimensity 9000,Adreno 740,Yes,4G,5.0,WiFi 6E,Type-C,33,Yes
11825,Nokia,Nokia X30,5.03,54179,2017,Android,5057,8,128,64,32,90,154,9.0,Glass,Apple A16,Mali-G710,Yes,5G,5.2,WiFi 6E,Type-C,120,No
11826,Google,Pixel 8,5.54,54914,2021,Android,3983,4,256,64,32,120,170,8.3,Plastic,Apple A16,Mali-G710,No,5G,5.0,WiFi 6,Type-C,67,Yes
11827,Apple,iPhone 13,5.65,88168,2025,iOS,3967,4,512,64,32,90,167,7.9,Metal,Snapdragon 8 Gen 2,Apple GPU,No,5G,5.2,WiFi 5,Type-C,120,Yes
11828,Oppo,Oppo Find X5,5.87,11968,2017,Android,5264,4,128,48,32,60,191,7.8,Plastic,Snapdragon 8 Gen 2,Adreno 740,No,4G,5.0,WiFi 6E,Type-C,18,No
11829,Samsung,Galaxy Note 20,5.17,17430,2018,Android,5613,6,128,64,32,90,222,7.3,Glass,Apple A16,Mali-G710,No,4G,5.1,WiFi 6,Type-C,33,Yes
11830,Nokia,Nokia G21,5.37,58232,2016,Android,5226,6,256,12,8,120,152,6.9,Metal,Snapdragon 8 Gen 2,Apple GPU,No,5G,5.2,WiFi 5,Type-C,18,No
11831,Motorola,Moto G84,5.8,27414,2025,Android,5222,8,64,108,8,144,185,7.1,Plastic,Apple A16,Apple GPU,No,4G,5.2,WiFi 6,Type-C,67,Yes
11832,Realme,Narzo 50,5.83,13977,2015,Android,3203,12,256,64,16,60,157,8.6,Metal,Snapdragon 8 Gen 2,Mali-G710,Yes,4G,5.1,WiFi 6,Type-C,67,No
11833,OnePlus,OnePlus 9,6.95,20442,2017,Android,4503,8,512,48,16,90,182,6.9,Plastic,Dimensity 9000,Adreno 740,Yes,5G,5.0,WiFi 5,Type-C,120,No
11834,Samsung,Galaxy S21,5.72,46564,2024,Android,3675,8,512,12,8,60,163,6.9,Plastic,Snapdragon 8 Gen 2,Apple GPU,No,5G,5.2,WiFi 6E,Type-C,120,Yes
11835,Xiaomi,Mi 12,5.71,30216,2016,Android,4563,6,512,64,8,120,222,7.8,Plastic,Apple A16,Apple GPU,No,5G,5.1,WiFi 5,Type-C,18,No
11836,Xiaomi,Redmi Note 11,5.56,50018,2019,Android,5349,6,64,48,8,144,233,9.4,Glass,Apple A16,Adreno 740,Yes,4G,5.1,WiFi 6,Type-C,120,No
11837,Vivo,Vivo X80,5.05,55970,2023,Android,3269,4,256,64,32,144,154,9.0,Plastic,Snapdragon 8 Gen 2,Adreno 740,Yes,4G,5.0,WiFi 6E,Type-C,33,Yes
11838,Realme,Realme 11 Pro,5.75,11145,2019,Android,3666,8,256,12,8,90,238,9.1,Glass,Apple A16,Apple GPU,No,5G,5.2,WiFi 6E,Type-C,120,Yes
11839,Vivo,Vivo V25,5.95,10562,2022,Android,4812,12,512,48,8,90,166,9.0,Plastic,Apple A16,Adreno 740,Yes,5G,5.1,WiFi 5,Type-C,33,No
11840,Oppo,Oppo Reno 9,5.07,20953,2023,Android,5462,8,64,108,8,120,160,7.7,Plastic,Dimensity 9000,Adreno 740,No,4G,5.1,WiFi 6E,Type-C,33,No
11841,Nokia,Nokia X30,5.38,25571,2019,Android,3986,6,256,64,16,120,194,7.5,Glass,Dimensity 9000,Apple GPU,Yes,5G,5.0,WiFi 5,Type-C,18,No
11842,Samsung,Galaxy S22,7.05,50395,2016,Android,4030,4,256,64,8,144,161,8.3,Glass,Dimensity 9000,Adreno 740,No,4G,5.0,WiFi 6E,Type-C,120,No
11843,Apple,iPhone 13,5.22,107188,2017,iOS,5566,4,512,12,32,120,175,7.4,Plastic,Snapdragon 8 Gen 2,Mali-G710,Yes,5G,5.2,WiFi 6E,Type-C,120,No
11844,Xiaomi,Redmi Note 12,6.33,6944,2020,Android,4581,4,512,64,16,90,183,8.0,Plastic,Apple A16,Mali-G710,Yes,4G,5.0,WiFi 5,Type-C,67,No
11845,Apple,iPhone 13,6.07,109297,2018,iOS,4566,6,128,48,16,120,230,7.5,Glass,Dimensity 9000,Mali-G710,Yes,5G,5.1,WiFi 6,Type-C,18,Yes
11846,Google,Pixel 7,6.0,22088,2020,Android,5215,8,512,64,8,60,155,8.2,Glass,Dimensity 9000,Mali-G710,Yes,4G,5.1,WiFi 5,Type-C,67,No
11847,Google,Pixel 7,7.06,35664,2020,Android,5741,4,64,12,32,60,200,9.4,Glass,Apple A16,Adreno 740,Yes,5G,5.0,WiFi 6,Type-C,120,No
11848,Motorola,Moto G84,7.01,6648,2023,Android,5103,8,512,108,32,120,236,7.8,Glass,Apple A16,Apple GPU,No,5G,5.1,WiFi 5,Type-C,18,No
11849,Xiaomi,Redmi Note 11,5.61,23141,2020,Android,5049,8,64,12,16,60,196,9.2,Glass,Apple A16,Mali-G710,No,5G,5.1,WiFi 6E,Type-C,33,No
11850,Google,Pixel 8,5.86,54263,2023,Android,4069,6,128,64,8,144,226,7.5,Plastic,Dimensity 9000,Mali-G710,Yes,4G,5.0,WiFi 6E,Type-C,18,Yes
11851,Nokia,Nokia G21,6.86,21884,2016,Android,4047,12,128,108,16,60,235,9.2,Plastic,Apple A16,Apple GPU,Yes,4G,5.2,WiFi 6,Type-C,67,Yes
11852,Google,Pixel 6,5.61,34116,2022,Android,4362,12,256,12,16,120,228,8.3,Glass,Apple A16,Adreno 740,No,5G,5.1,WiFi 6E,Type-C,120,Yes
11853,Nokia,Nokia G21,6.43,5903,2021,Android,4597,4,128,64,32,60,208,7.5,Plastic,Dimensity 9000,Apple GPU,No,5G,5.0,WiFi 6,Type-C,67,Yes
11854,Motorola,Moto Edge 40,5.31,58789,2019,Android,5025,6,512,64,32,120,197,7.1,Glass,Snapdragon 8 Gen 2,Apple GPU,Yes,5G,5.2,WiFi 6,Type-C,18,Yes
11855,Google,Pixel 6,6.4,33677,2017,Android,5835,12,256,108,32,120,236,9.2,Metal,Snapdragon 8 Gen 2,Adreno 740,No,5G,5.1,WiFi 6,Type-C,120,No
11856,Oppo,Oppo Reno 8,6.73,59444,2015,Android,5677,12,128,48,16,90,151,7.7,Plastic,Dimensity 9000,Adreno 740,Yes,5G,5.2,WiFi 5,Type-C,33,Yes
11857,Realme,Narzo 50,5.6,29386,2015,Android,3570,12,256,108,16,120,201,6.8,Metal,Dimensity 9000,Mali-G710,Yes,5G,5.2,WiFi 5,Type-C,120,No
11858,Nokia,Nokia X30,6.82,51343,2020,Android,5751,8,64,64,8,120,189,7.2,Metal,Dimensity 9000,Mali-G710,No,4G,5.2,WiFi 5,Type-C,67,No
11859,Realme,Narzo 50,6.77,29227,2022,Android,4459,6,128,108,16,120,233,9.4,Glass,Apple A16,Adreno 740,No,5G,5.2,WiFi 5,Type-C,120,No
11860,Motorola,Moto Edge 50,6.84,54845,2017,Android,5783,6,128,64,32,90,230,7.3,Metal,Apple A16,Mali-G710,No,5G,5.0,WiFi 6,Type-C,33,No
11861,OnePlus,Nord CE 3,5.05,42453,2022,Android,5730,4,256,12,8,90,198,8.7,Metal,Snapdragon 8 Gen 2,Adreno 740,No,5G,5.2,WiFi 6E,Type-C,18,Yes
11862,Samsung,Galaxy Note 20,6.32,105644,2018,Android,4000,6,256,48,32,90,234,7.7,Glass,Dimensity 9000,Apple GPU,Yes,5G,5.2,WiFi 5,Type-C,33,No
11863,Oppo,Oppo Reno 9,6.65,55055,2023,Android,3236,12,128,64,32,90,231,8.1,Plastic,Apple A16,Apple GPU,No,4G,5.2,WiFi 6E,Type-C,120,No
11864,Apple,iPhone 13,7.06,61745,2017,iOS,4504,4,512,48,32,60,216,7.5,Glass,Snapdragon 8 Gen 2,Apple GPU,No,4G,5.0,WiFi 6,Type-C,18,No
11865,Oppo,Oppo Reno 9,5.7,51552,2019,Android,4802,8,512,12,8,120,164,7.2,Plastic,Apple A16,Mali-G710,No,4G,5.0,WiFi 5,Type-C,33,No
11866,Motorola,Moto G84,5.67,16970,2024,Android,4211,4,64,12,8,120,206,8.9,Metal,Apple A16,Mali-G710,Yes,5G,5.1,WiFi 5,Type-C,33,Yes
11867,Samsung,Galaxy A15,5.16,46360,2017,Android,4856,4,64,12,8,120,197,7.8,Metal,Dimensity 9000,Adreno 740,No,5G,5.0,WiFi 6E,Type-C,33,Yes
11868,Nokia,Nokia G22,6.44,59559,2018,Android,5296,8,512,12,16,60,165,8.7,Plastic,Dimensity 9000,Apple GPU,Yes,5G,5.2,WiFi 5,Type-C,120,No
11869,Vivo,Vivo V27,6.2,46523,2015,Android,3839,6,64,64,32,144,179,9.2,Plastic,Apple A16,Apple GPU,Yes,4G,5.1,WiFi 6E,Type-C,67,No
11870,OnePlus,Nord CE 2,6.71,27352,2023,Android,5099,4,512,108,32,120,221,9.3,Plastic,Dimensity 9000,Adreno 740,Yes,4G,5.2,WiFi 5,Type-C,33,Yes
11871,Google,Pixel 6,5.09,5321,2017,Android,5568,6,256,12,32,60,216,8.1,Metal,Dimensity 9000,Apple GPU,Yes,4G,5.0,WiFi 6E,Type-C,33,Yes
11872,Motorola,Moto G73,5.75,11467,2025,Android,4042,6,256,48,16,144,173,8.7,Glass,Snapdragon 8 Gen 2,Mali-G710,Yes,5G,5.2,WiFi 6E,Type-C,33,No
11873,Oppo,Oppo F21,6.64,22491,2016,Android,3315,6,256,108,8,90,158,7.6,Metal,Snapdragon 8 Gen 2,Adreno 740,Yes,5G,5.1,WiFi 6E,Type-C,67,Yes
11874,OnePlus,OnePlus 9,6.61,39561,2019,Android,5601,8,128,48,32,120,182,8.7,Glass,Apple A16,Adreno 740,No,5G,5.1,WiFi 6,Type-C,120,Yes
11875,OnePlus,OnePlus 10,6.69,22307,2018,Android,4610,4,256,12,32,60,153,7.3,Glass,Snapdragon 8 Gen 2,Apple GPU,Yes,4G,5.2,WiFi 5,Type-C,18,No
11876,Motorola,Moto Edge 50,5.67,37466,2025,Android,3678,4,512,64,8,144,240,8.6,Metal,Apple A16,Adreno 740,Yes,4G,5.0,WiFi 6,Type-C,120,Yes
11877,Samsung,Galaxy S21,6.85,17449,2020,Android,4567,6,512,48,8,60,226,7.1,Glass,Dimensity 9000,Apple GPU,Yes,5G,5.1,WiFi 6E,Type-C,18,Yes
11878,Motorola,Moto Edge 50,6.72,53728,2024,Android,5162,8,512,64,8,90,153,9.0,Glass,Snapdragon 8 Gen 2,Apple GPU,No,5G,5.1,WiFi 6E,Type-C,33,Yes
11879,Google,Pixel 7,6.8,18350,2017,Android,3503,8,64,12,32,144,210,8.5,Metal,Snapdragon 8 Gen 2,Adreno 740,No,4G,5.0,WiFi 6E,Type-C,120,No
11880,Nokia,Nokia X30,6.87,41443,2025,Android,3367,12,256,12,8,90,172,8.7,Plastic,Dimensity 9000,Apple GPU,No,5G,5.1,WiFi 6,Type-C,18,Yes
11881,Google,Pixel 8,6.72,8551,2022,Android,4637,4,512,64,8,144,239,7.6,Glass,Apple A16,Mali-G710,No,5G,5.0,WiFi 6E,Type-C,120,No
11882,Google,Pixel 9,6.53,27520,2020,Android,3375,4,256,12,32,120,167,7.7,Plastic,Dimensity 9000,Mali-G710,No,4G,5.0,WiFi 5,Type-C,120,No
11883,Apple,iPhone 14,7.16,105260,2017,iOS,3626,8,512,48,8,90,194,6.6,Plastic,Snapdragon 8 Gen 2,Adreno 740,No,5G,5.2,WiFi 5,Type-C,33,No
11884,Xiaomi,Redmi Note 12,6.7,40911,2022,Android,3069,8,128,64,32,120,228,8.9,Glass,Snapdragon 8 Gen 2,Adreno 740,Yes,5G,5.0,WiFi 6,Type-C,67,Yes
11885,OnePlus,Nord CE 2,7.15,49606,2016,Android,4544,4,64,108,8,60,188,8.5,Plastic,Apple A16,Adreno 740,No,5G,5.1,WiFi 5,Type-C,120,Yes
11886,Xiaomi,Mi 11,6.22,32619,2019,Android,5473,8,256,48,16,60,216,8.1,Metal,Snapdragon 8 Gen 2,Mali-G710,Yes,5G,5.1,WiFi 6E,Type-C,18,No
11887,Nokia,Nokia G21,5.97,57041,2022,Android,5837,6,64,12,32,144,223,6.6,Glass,Dimensity 9000,Adreno 740,Yes,4G,5.1,WiFi 6,Type-C,33,No
11888,Oppo,Oppo F21,6.53,55718,2025,Android,4037,12,64,108,8,90,158,7.8,Glass,Snapdragon 8 Gen 2,Adreno 740,Yes,5G,5.2,WiFi 6,Type-C,18,No
11889,Oppo,Oppo Reno 9,5.92,54284,2020,Android,5969,4,256,48,8,60,236,8.7,Glass,Dimensity 9000,Mali-G710,Yes,4G,5.1,WiFi 5,Type-C,120,No
11890,Apple,iPhone 12,5.11,82929,2024,iOS,5387,6,64,108,16,120,157,8.6,Glass,Apple A16,Mali-G710,Yes,5G,5.0,WiFi 6E,Type-C,67,No
11891,Samsung,Galaxy S22,6.77,21609,2025,Android,5494,8,64,12,8,60,185,7.1,Metal,Apple A16,Apple GPU,Yes,4G,5.1,WiFi 6,Type-C,67,No
11892,Xiaomi,Mi 11,5.03,10076,2024,Android,3523,6,256,108,16,120,221,7.4,Glass,Snapdragon 8 Gen 2,Mali-G710,Yes,4G,5.1,WiFi 6,Type-C,33,Yes
11893,Apple,iPhone 15,5.34,141765,2015,iOS,5224,8,128,12,8,90,187,9.1,Plastic,Dimensity 9000,Mali-G710,No,5G,5.2,WiFi 5,Type-C,67,Yes
11894,Realme,Realme GT Neo 3,6.23,59019,2018,Android,5868,4,64,48,8,90,192,7.4,Glass,Apple A16,Adreno 740,No,4G,5.1,WiFi 5,Type-C,120,No
11895,Nokia,Nokia X30,6.16,43079,2016,Android,4223,8,128,48,32,60,206,7.0,Plastic,Dimensity 9000,Adreno 740,No,5G,5.1,WiFi 5,Type-C,67,Yes
11896,Google,Pixel 9,7.18,21234,2019,Android,5723,12,256,108,16,144,170,8.0,Metal,Apple A16,Mali-G710,No,5G,5.2,WiFi 6,Type-C,18,Yes
11897,Apple,iPhone 15,6.97,109738,2022,iOS,5560,4,256,64,8,144,184,8.8,Metal,Snapdragon 8 Gen 2,Adreno 740,Yes,4G,5.2,WiFi 6E,Type-C,67,No
11898,Motorola,Moto G84,5.71,29264,2018,Android,3115,4,64,48,32,90,153,9.0,Metal,Apple A16,Apple GPU,No,5G,5.1,WiFi 6E,Type-C,120,No
11899,Motorola,Moto Edge 40,5.58,49361,2019,Android,4070,12,128,12,8,120,232,7.5,Metal,Apple A16,Mali-G710,No,5G,5.2,WiFi 6,Type-C,18,Yes
11900,Vivo,Vivo V27,6.66,40166,2023,Android,5236,6,64,12,16,144,226,7.1,Plastic,Snapdragon 8 Gen 2,Mali-G710,No,5G,5.2,WiFi 6E,Type-C,33,Yes
11901,Xiaomi,Redmi Note 12,6.91,57604,2023,Android,3167,12,128,48,32,60,240,8.5,Glass,Dimensity 9000,Adreno 740,No,4G,5.0,WiFi 5,Type-C,33,No
11902,OnePlus,OnePlus 11,6.16,28607,2020,Android,3064,6,64,48,16,120,162,8.8,Metal,Apple A16,Apple GPU,Yes,4G,5.1,WiFi 6,Type-C,67,Yes
11903,Vivo,Vivo X80,6.44,40701,2019,Android,3624,4,128,108,8,144,240,7.6,Metal,Apple A16,Adreno 740,Yes,4G,5.2,WiFi 5,Type-C,33,Yes
11904,Apple,iPhone 11,6.92,61425,2021,iOS,3632,8,128,12,16,60,197,7.6,Glass,Snapdragon 8 Gen 2,Mali-G710,No,4G,5.2,WiFi 6E,Type-C,67,No
11905,Oppo,Oppo F21,6.8,16155,2021,Android,3737,12,64,64,16,120,190,7.9,Plastic,Apple A16,Mali-G710,No,5G,5.1,WiFi 6,Type-C,33,Yes
11906,Samsung,Galaxy S22,6.78,61309,2025,Android,5644,12,128,108,16,60,202,9.4,Glass,Snapdragon 8 Gen 2,Mali-G710,No,5G,5.2,WiFi 6,Type-C,120,No
11907,Nokia,Nokia X30,5.31,10341,2020,Android,3607,8,128,108,32,120,152,9.1,Plastic,Dimensity 9000,Apple GPU,No,5G,5.1,WiFi 5,Type-C,33,Yes
11908,Samsung,Galaxy S22,5.42,45842,2024,Android,3864,12,256,48,8,120,153,8.9,Plastic,Snapdragon 8 Gen 2,Adreno 740,No,4G,5.1,WiFi 6,Type-C,18,Yes
11909,Oppo,Oppo F21,6.92,51906,2025,Android,5988,8,128,108,8,144,192,9.5,Metal,Apple A16,Apple GPU,Yes,4G,5.2,WiFi 6,Type-C,18,Yes
